negocio	texto	estrellas	estilo
Restaurante	Limpieza mejorable en la zona de mesas y mantelería. No cumple los estándares de lujo.	2	formal
Restaurante	Trato altivo e irrespetuoso del personal hacia los clientes. Gestión de sala inexistente.	1	formal
Restaurante	¡Simplemente magistral! El consomé clarificado tenía una profundidad de sabor que no se olvida.	5	entusiasta
Cafetería	La experiencia general en el local se ajusta a lo esperado para un negocio de su categoría.	3	neutral
Pub	Me tropecé y derramé mi copa, y antes de que pudiera pedir otra, ya me habían traído una nueva gratis.	5	anecdótico
Bar de carretera	Ubicación estratégica con un mantenimiento óptimo de la zona de comedor. Calidad notable.	4	formal
Bar	Sitio con encanto y buena música. Me gusta.	4	breve
Pub	Fuimos de cumple y nos amargaron la noche. Servicio lento, bordes y encima nos querían cobrar de más.	1	coloquial
Mesón	De los mejores sitios para comer carne a la brasa.	5	breve
Bar	Vaya desastre de sitio. La terraza tiene tanto sol que me he puesto moreno sin querer. Ahora piensan que no trabajo.	5	sarcástico
Pub	¡Increíble trato! Te hacen sentir como en casa, ¡si la carta de rones fuera más amplia les daba un 10!	4	entusiasta
Cafetería	Buenas tartas pero un poco caras para el tamaño.	4	breve
Cervecería	Birras fresquitas y tapas ricas. ¡Un acierto seguro!	5	coloquial
Bar de carretera	Parking mal señalizado y con baches. El bocadillo de panceta tenía demasiada sal, aunque el pan estaba fresco.	3	crítico
Cervecería	Me cobraron el aperitivo sin avisar y encima eran cuatro patatas rancias. Qué rastreros.	1	coloquial
Cafetería	¡Calidad premium a tope! Se nota que usan los mejores ingredientes del mercado.	5	entusiasta
Pub	Cero patatero.	1	breve
Restaurante	Cocina china de lujo con presentaciones muy cuidadas. El dim sum de bogavante es un acierto, aunque la carta es un tanto confusa de leer.	4	neutral
Cervecería	Incoherencia entre la marca solicitada y el producto realmente servido en el vaso.	2	formal
Mesón	Me sentó mal la comida. No vuelvo ni loco.	1	breve
Bar de carretera	El filete era puro nervio, imposible de masticar. Se lo dije al camarero y se encogió de hombros con total indiferencia.	1	crítico
Cervecería	El suelo pegajoso y los baños... mejor ni entrar. Qué bajonazo de local.	2	coloquial
Bar de carretera	Sin más. Comida de batalla para salir del paso.	3	breve
Mesón	Muy buena gente y la comida está de escándalo. Le falta un poco de luz al comedor.	4	coloquial
Bar	Qué descaro. La ensaladilla tiene patata de verdad y no es un bloque de hormigón industrial. ¿A dónde va a parar este mundo?	4	sarcástico
Mesón	La fabada está de locos, ¡menudo saborazo! Me hubiera gustado un poco más de compango.	4	coloquial
Bar	¡La mejor tortilla que he probado en un bar! Jugosa, sabrosa y servida con un pan riquísimo. ¡Un auténtico manjar!	5	entusiasta
Bar	Rápido para tomar algo.	4	breve
Cervecería	La atención en barra es súper rápida, aunque en las mesas del rincón a veces se olvidan un poco de que estamos allí.	4	constructivo
Restaurante	La peor cena de mi vida. Todo salió mal.	1	breve
Bar de carretera	Un oasis de paz si lo que buscas es que nadie te moleste, básicamente porque pasan de ti como si fueras transparente. Al menos la silla tenía cuatro patas.	2	sarcástico
Mesón	Relación calidad-precio imbatible. Te pones las botas por cuatro duros.	5	coloquial
Mesón	Mi mujer es muy especial con la comida y el chef salió personalmente a explicarle cómo hacían el guiso. Se lo comió todo.	5	anecdótico
Cafetería	Servicio esmerado, precios estándar.	4	breve
Restaurante	Ambiente excesivamente pretencioso para una cocina que no termina de convencer en boca.	2	formal
Restaurante	Higiene muy comprometida y presencia de elementos ajenos en la comida. Inaceptable.	1	formal
Cafetería	El zumo de naranja es natural y el café mantiene sus propiedades organolépticas.	5	neutral
Cafetería	Me pusieron una servilleta de papel que repelía los líquidos. Un milagro de la ingeniería textil, supongo.	2	sarcástico
Cervecería	La terraza está guay pero te cobran suplemento hasta por respirar.	2	coloquial
Mesón	Estaba tan rico el pan que pedimos una barra para llevar y nos regalaron media más 'para el camino'.	5	anecdótico
Restaurante	Atención al cliente excesivamente protocolaria. La bodega presenta precios muy inflados.	3	formal
Pub	Trato seco y poco comunicativo por parte del personal de sala. Falta hospitalidad.	2	formal
Pub	Música genial. Tardaron un poco en atendernos.	4	breve
Mesón	Precios ajustados a la calidad y cantidad de la comida.	4	neutral
Bar	La carta es muy limitada. Si no te gustan los fritos, tienes muy pocas opciones saludables para picar algo.	3	crítico
Cafetería	El camarero me trajo el café equivocado y me convenció de que en realidad eso era lo que yo quería. Gran psicólogo.	1	sarcástico
Bar	Magnífica selección de vinos por copa conservados en condiciones óptimas. Excelente.	5	formal
Restaurante	La verdad que comimos muy bien. Los raviolis de gamba roja son una delicia. El trato del sumiller fue un poco pedante, pero sabía de lo que hablaba.	4	coloquial
Mesón	No tienen tronas para bebés, lo que dificulta ir en familia. Contar con un par de ellas sería de gran ayuda.	3	constructivo
Bar	La atención al cliente es nula. Entramos, estuvimos diez minutos esperando y nos tuvimos que ir sin que nadie nos atendiera.	2	crítico
Restaurante	Materia prima correcta pero la ejecución técnica en los acompañamientos fue desigual.	3	formal
Cafetería	Local ruidoso y café pésimo.	1	breve
Restaurante	El maridaje es un robo. Vinos mediocres a precio de cosecha mítica.	3	crítico
Mesón	Hacía años que no veía a alguien cortar el jamón con tanto arte y paciencia mientras te contaba historias del pueblo.	5	anecdótico
Bar de carretera	Instalaciones obsoletas y producto de bajísima calidad. Experiencia a evitar.	1	formal
Pub	¡Qué cócteles más ricos hacen! Se nota que le ponen cariño y no te clavan con el precio.	5	coloquial
Bar	El precio de los refrescos es abusivo para ser un bar de barrio. Cobrar tres euros por una lata pequeña es un robo.	2	crítico
Pub	Un rincón con mucho encanto, aunque el Wi-Fi no llega ni a la mitad del local.	4	coloquial
Pub	Me encontré con un viejo amigo y pudimos charlar en un rincón apartado muy íntimo, aunque la silla estaba un poco coja.	4	anecdótico
Bar de carretera	¡Un 10 rotundo! La rapidez no está reñida con la calidad en este sitio. Todo buenísimo y un trato humano excelente.	5	entusiasta
Bar de carretera	Los cuadros de caza llenos de polvo te observan mientras desayunas. Un toque rústico muy logrado. El zumo era de brik, pero el pan era de pueblo.	3	sarcástico
Cafetería	¡Pura magia en cada taza! El barista es un artista de los pies a la cabeza.	5	entusiasta
Cervecería	La música estaba tan bien seleccionada que Shazam no paró de trabajar en toda la noche. Una mezcla de jazz y buenas birras que te reinicia el alma.	5	anecdótico
Mesón	Mucho olor a humedad al entrar en el establecimiento.	2	crítico
Cafetería	Oferta de repostería convencional. La atención es profesional pero excesivamente seca.	3	formal
Cervecería	El camarero de la barra era un crack tirando cañas, daba gusto verle. Pero el que servía en las mesas estaba totalmente empanado y se olvidó de traernos el agua dos veces.	3	anecdótico
Mesón	El dueño es muy amable, pero el resto del staff parece estresado. Un ambiente más relajado se nota.	3	constructivo
Pub	El baño no tenía pestillo y me tocó pedirle a un amigo que se quedara en la puerta vigilando. Muy cutre todo.	2	anecdótico
Cafetería	Estuve desayunando mientras veía llover por el ventanal, un momento mágico, pero la mesa bailaba un poco.	4	anecdótico
Restaurante	Postres deliciosos, aunque la carta de cafés es impropia de un restaurante de este nivel.	3	constructivo
Cervecería	El local es precioso, pero los taburetes de la barra son muy incómodos para estancias largas; unos con respaldo serían ideales.	3	constructivo
Bar	Una tragedia griega. El café está tan equilibrado que ya no puedo echarle tres sobres de azúcar para tapar el sabor a quemado.	4	sarcástico
Cafetería	Demasiada espera para un café.	3	breve
Bar	Un horror. El dueño es tan majo que ahora me siento obligado a saludar con alegría a todo el mundo. Me habéis cambiado el carácter.	5	sarcástico
Mesón	Sitio muy apañado para comer de menú a diario si trabajas por la zona.	4	coloquial
Bar	Buena relación calidad-precio en marcas premium. El ambiente es agradable y selecto.	4	formal
Bar de carretera	Pulcritud en los aseos y una oferta gastronómica casera de gran calidad. Muy recomendable.	5	formal
Cafetería	¡Diez de diez! No hay sitio mejor en la ciudad para empezar el día con alegría.	5	entusiasta
Mesón	Vajilla y cubertería en buen estado y acordes al estilo del local.	5	neutral
Cervecería	La ventilación del local es algo escasa; cuando la cocina está a pleno rendimiento, el olor a frito se nota demasiado en el salón.	3	constructivo
Cervecería	Propuesta de cata bien estructurada con información técnica relevante sobre el producto.	4	formal
Cervecería	La tortilla de patata está para ponerle un piso. ¡Vicio!	5	coloquial
Cafetería	Vine con mucha prisa y me sacaron el café al momento, pero estaba tan aguado que apenas sabía a nada.	3	anecdótico
Cafetería	El barista me enseñó a diferenciar los matices del café y ahora disfruto mucho más de cada taza.	5	anecdótico
Restaurante	Buena ejecución técnica, pero falta ese 'toque' de sorpresa que esperas en alta cocina.	3	constructivo
Pub	Pusieron música de hace mil años que no conocía ni el tato. El ambiente estaba muy apagado.	2	coloquial
Cafetería	Fui con mi libro favorito buscando paz, pero el ruidos de la cafetera y los gritos en barra hacían imposible leer.	3	anecdótico
Bar de carretera	¡Menudo descubrimiento! Comida de lujo.	5	breve
Bar de carretera	El aire acondicionado es un ventilador que mueve el aire caliente de un lado a otro. Al menos la ensaladilla rusa estaba fresca, algo es algo.	3	sarcástico
Bar	No aceptan pagos con tarjeta si no llegas a un mínimo de diez euros. Un detalle muy desfasado y molesto para el cliente.	2	crítico
Cervecería	El camarero es un crack, aunque al pobre se le acumulaba el curro.	4	coloquial
Pub	Bien puesto.	4	breve
Mesón	Comida normalita. Esperaba algo más de sabor.	3	breve
Bar de carretera	La sopa estaba aguada y los picatostes sabían a humedad. Cocina de bajísima calidad por un precio desorbitado.	1	crítico
Bar	La cerveza no estaba muy fría. Una pena.	2	breve
Bar	Local oscuro y con olor a cocina.	2	neutral
Mesón	La sopa de ajo sabía a gloria, pero llegó templada. Servirla bien caliente en cuenco de barro es clave.	3	constructivo
Cervecería	Cerveza rica pero el servicio fue un poco lento.	3	breve
Bar de carretera	¡De maravilla! Me sorprendió lo limpio que estaba todo y lo rico que estaba el café. El personal es un encanto.	5	entusiasta
Mesón	Un sitio decadente que vive de una fama que ya no tiene. No lo recomiendo.	1	crítico
Cafetería	¡Un 11 sobre 10! La atención al cliente es simplemente de otro mundo.	5	entusiasta
Mesón	Dificultad para aparcar en las inmediaciones del local.	3	neutral
Bar	Qué decepción. Esperaba un bar de barrio cutre y me encuentro con un sitio limpio y con pinchos de autor. No hay derecho.	4	sarcástico
Pub	El aire acondicionado funciona de lujo, que con este calor se agradece un montón.	5	coloquial
Cervecería	Ambiente joven y divertido, nos lo pasamos siempre genial.	5	coloquial
Cafetería	La vajilla presentaba pequeñas fisuras y el estado de conservación era mejorable.	2	neutral
Bar de carretera	Correcta relación calidad-precio. Las instalaciones están bien mantenidas y señalizadas.	4	formal
Restaurante	La lubina salvaje sabía a lodo, señal de que el producto no era de la calidad que anunciaban en la carta. Un fallo de origen grave.	2	crítico
Cervecería	El tapeo está genial, pero a veces se olvidan de traerte los cubiertos.	4	coloquial
Cafetería	El café se sirvió en una taza con restos de humedad y no se encontraba bien seca.	2	neutral
Restaurante	Pagar este precio por una comida tan mediocre es un insulto al paladar.	2	crítico
Cafetería	Local muy acogedor para el invierno, pero la puerta no cierra bien y entran corrientes de aire.	4	constructivo
Pub	El portero nos dejó entrar sin problemas pese a ir en grupo grande, pero dentro nos tuvieron media hora esperando en la barra.	3	anecdótico
Cafetería	Trato humillante al cliente.	1	breve
Pub	Música en directo espectacular. Un sitio con alma.	5	breve
Mesón	Temperatura del local algo baja en invierno.	3	neutral
Restaurante	La carta de postres es muy limitada y poco original. Esperábamos algo de repostería creativa y nos ofrecieron fruta de temporada casi sin tratar.	2	crítico
Bar de carretera	Seguridad y confort en un entorno que suele ser complicado. Gestión impecable.	5	formal
Mesón	Baños asquerosos. No quiero imaginar la cocina.	1	breve
Cafetería	Pésimo café y trato horrible.	1	breve
Cafetería	¡Qué alegría entrar en un sitio tan cuidado y con tanto cariño! ¡Felicidades!	5	entusiasta
Pub	La música es un horror y el DJ no tiene ni idea de pinchar. Cortaba los temas cada dos por tres.	1	coloquial
Bar de carretera	Raciones escasas para el precio que tienen. El sitio es amplio pero le falta mucha mano de pintura y limpieza.	3	crítico
